 hours in peak = 
   2
 PER   TM_E    EON   EOFF   TM_W    WON   WOFF   TM_I   IDON  IDOFF   IWY
   4 12082. 22699.  9458.  2361.  2995.  1367.  1423.  1933.  1117.  1973
   4 12082. 22594.  9402.  2361.  2992.  1364.  1423.  1926.  1120.  1973
   5 13473. 23676. 10878.  1915.  2638.  1038.  1424.  1938.  1129.  1973
   5 13473. 23569. 10863.  1915.  2636.  1039.  1424.  1931.  1131.  1973
   5 13473. 23602. 10868.  1915.  2636.  1039.  1424.  1933.  1130.  1973
   5 13473. 23494. 10853.  1915.  2634.  1040.  1424.  1926.  1132.  1973
   6 11222. 22639.  8965.  1359.  1794.   840.  1292.  1866.   985.  1973
   6 11222. 22535.  8976.  1359.  1791.   839.  1292.  1859.   985.  1973
   6 11222. 22458.  8985.  1359.  1789.   839.  1292.  1854.   987.  1973
   6 11222. 22354.  8998.  1359.  1787.   838.  1292.  1847.   989.  1973
   7  9275. 21427.  6673.  1079.  1700.   504.  1031.  1750.   751.  1973
   7  9275. 21336.  6665.  1079.  1699.   504.  1031.  1746.   753.  1973
   7  9275. 21251.  6673.  1079.  1698.   504.  1031.  1741.   754.  1973
   7  9275. 21160.  6700.  1079.  1697.   505.  1031.  1737.   756.  1973
   8  7127. 18372.  5056.   970.  1413.   467.  1128.  1884.   802.  1973
   8  7127. 18322.  5068.   970.  1413.   467.  1128.  1879.   804.  1973
   8  7127. 17954.  5102.   970.  1408.   467.  1128.  1849.   815.  1973
   8  7127. 17863.  5063.   970.  1408.   467.  1128.  1845.   816.  1973
   9 10530. 18763.  8876.  1018.  1496.   494.  1188.  1903.   886.  1973
   9 10530. 18689.  8896.  1018.  1495.   494.  1188.  1898.   888.  1973
   9 10530. 18192.  9035.  1018.  1491.   494.  1188.  1862.   889.  1973
   9 10530. 18119.  9056.  1018.  1490.   494.  1188.  1856.   887.  1973
  10 13486. 19929. 12236.  1012.  1468.   493.  1607.  2020.  1300.  1973
  10 13486. 19844. 12261.  1012.  1468.   493.  1607.  2014.  1301.  1973
  10 13486. 19688. 12306.  1012.  1467.   493.  1607.  2001.  1302.  1973
  10 13486. 19604. 12331.  1012.  1466.   493.  1607.  1994.  1303.  1973
  11 11525. 19401. 10041.  1448.  2250.   691.  1410.  1933.  1093.  1973
  11 11525. 19321. 10059.  1448.  2249.   691.  1410.  1926.  1095.  1973
  11 11525. 19217. 10087.  1448.  2247.   690.  1410.  1917.  1098.  1973
  11 11525. 19138. 10107.  1448.  2246.   690.  1410.  1910.  1100.  1973
  12 10661. 19344.  9385.  1421.  2214.   669.  1142.  1908.   792.  1974
  12 10661. 19266.  9405.  1421.  2213.   669.  1142.  1903.   794.  1974
  12 10661. 18983.  9475.  1421.  2208.   668.  1142.  1887.   800.  1974
  12 10661. 18905.  9494.  1421.  2207.   668.  1142.  1883.   801.  1974
  13  9660. 18534.  8345.   804.  1363.   380.   924.  1724.   577.  1974
  13  9660. 18461.  8361.   804.  1361.   380.   924.  1720.   579.  1974
  13  9660. 18156.  8430.   804.  1355.   379.   924.  1700.   586.  1974
  13  9660. 18088.  8446.   804.  1354.   379.   924.  1696.   587.  1974
  14  8354. 18064.  6796.   660.  1152.   311.   933.  1728.   589.  1974
  14  8354. 18004.  6809.   660.  1151.   311.   933.  1724.   591.  1974
  14  8354. 17739.  6860.   660.  1145.   311.   933.  1704.   598.  1974
  14  8354. 17679.  6872.   660.  1144.   311.   933.  1700.   599.  1974
   1  7146. 20038.  4986.  1390.  1843.   776.   970.  1733.   649.  1974
   1  7146. 19958.  4958.  1390.  1840.   776.   970.  1729.   650.  1974
   1  7146. 19618.  4843.  1390.  1826.   776.   970.  1707.   658.  1974
   1  7146. 19544.  4783.  1390.  1823.   776.   970.  1703.   660.  1974
   2  8136. 19927.  5918.   802.  1181.   385.   926.  1678.   619.  1974
   2  8136. 19850.  5903.   802.  1180.   385.   926.  1673.   621.  1974
   2  8136. 19639.  5886.   802.  1179.   385.   926.  1661.   625.  1974
   2  8136. 19563.  5905.   802.  1178.   385.   926.  1657.   627.  1974
   3  8784. 21243.  6862.  2115.  2699.  1251.  1178.  1891.   874.  1974
   3  8784. 21153.  6848.  2115.  2696.  1248.  1178.  1885.   874.  1974
   3  8784. 20754.  6815.  2115.  2685.  1238.  1178.  1858.   865.  1974
   3  8784. 20661.  6807.  2115.  2682.  1235.  1178.  1851.   862.  1974
   4 14058. 23563. 12002.  2477.  3156.  1431.  1431.  1916.  1149.  1974
   4 14058. 23456. 11959.  2477.  3153.  1428.  1431.  1909.  1151.  1974
   4 14058. 23191. 11908.  2477.  3146.  1420.  1431.  1892.  1157.  1974
   4 14058. 23085. 11894.  2477.  3143.  1417.  1431.  1885.  1159.  1974
   5 20453. 25296. 19584.  2975.  3824.  1675.  1910.  2011.  1480.  1974
   5 20453. 25153. 19617.  2975.  3821.  1672.  1910.  2004.  1473.  1974
   5 20453. 25197. 19607.  2975.  3822.  1673.  1910.  2006.  1476.  1974
   5 20453. 25054. 19641.  2975.  3819.  1670.  1910.  1999.  1469.  1974
   6 20046. 24967. 19340.  2477.  3164.  1423.  1813.  1954.  1453.  1974
   6 20046. 24825. 19363.  2477.  3162.  1420.  1813.  1947.  1446.  1974
   6 20046. 24720. 19380.  2477.  3159.  1418.  1813.  1942.  1441.  1974
   6 20046. 24579. 19093.  2477.  3157.  1415.  1813.  1935.  1434.  1974
   7 18428. 23366. 16389.  2335.  3074.  1296.  1863.  1906.  1377.  1974
   7 18428. 23258. 16382.  2335.  3072.  1294.  1863.  1899.  1371.  1974
   7 18428. 23158. 16375.  2335.  3070.  1293.  1863.  1893.  1365.  1974
   7 18428. 23051. 16368.  2335.  3067.  1292.  1863.  1887.  1358.  1974
   8 17642. 22942. 16175.  2132.  2766.  1229.  1853.  1953.  1353.  1974
   8 17642. 22834. 16218.  2132.  2763.  1228.  1853.  1947.  1347.  1974
   8 17642. 22111. 16247.  2132.  2747.  1220.  1853.  1907.  1306.  1974
   8 17642. 22004. 16259.  2132.  2745.  1219.  1853.  1901.  1301.  1974
   9 18232. 22612. 17638.  1744.  2372.   947.  1793.  1899.  1299.  1974
   9 18232. 22510. 17656.  1744.  2369.   946.  1793.  1893.  1293.  1974
   9 18232. 21820. 17756.  1744.  2353.   944.  1793.  1855.  1255.  1974
   9 18232. 21719. 17764.  1744.  2351.   944.  1793.  1850.  1249.  1974
  10 19142. 22020. 17866.  1554.  2190.   751.  1742.  1899.  1274.  1974
  10 19142. 21913. 17855.  1554.  2189.   751.  1742.  1894.  1269.  1974
  10 19142. 21717. 17829.  1554.  2188.   751.  1742.  1883.  1259.  1974
  10 19142. 21611. 17816.  1554.  2187.   752.  1742.  1878.  1253.  1974
  11 18953. 22337. 18560.  2707.  3694.  1455.  1887.  2161.  1423.  1974
  11 18953. 22235. 18541.  2707.  3691.  1456.  1887.  2155.  1420.  1974
  11 18953. 22105. 18518.  2707.  3687.  1457.  1887.  2146.  1418.  1974
  11 18953. 21991. 18504.  2707.  3684.  1458.  1887.  2139.  1415.  1974
  12 17395. 22393. 16751.  2097.  3076.  1059.  1478.  1997.  1145.  1975
  12 17395. 22297. 16757.  2097.  3073.  1060.  1478.  1990.  1148.  1975
  12 17395. 21954. 16789.  2097.  3062.  1064.  1478.  1965.  1156.  1975
  12 17395. 21857. 16798.  2097.  3059.  1065.  1478.  1958.  1158.  1975
  13 13880. 20763. 13125.  1584.  2484.   730.  1076.  1831.   742.  1975
  13 13880. 20686. 13133.  1584.  2480.   730.  1076.  1827.   744.  1975
  13 13880. 20342. 13167.  1584.  2467.   732.  1076.  1807.   751.  1975
  13 13880. 20243. 13191.  1584.  2464.   733.  1076.  1803.   752.  1975
  14 13661. 21110. 12709.  1221.  1971.   552.  1084.  1835.   753.  1975
  14 13661. 21031. 12729.  1221.  1969.   561.  1084.  1830.   754.  1975
  14 13661. 20689. 12813.  1221.  1963.   561.  1084.  1811.   761.  1975
  14 13661. 20616. 12833.  1221.  1962.   561.  1084.  1807.   763.  1975
   1  9673. 21232.  7697.  1251.  2006.   570.  1051.  1802.   725.  1975
   1  9673. 21149.  7723.  1251.  2004.   570.  1051.  1798.   727.  1975
   1  9673. 20740.  7849.  1251.  1997.   570.  1051.  1776.   735.  1975
   1  9673. 20658.  7874.  1251.  1996.   571.  1051.  1772.   737.  1975
   2  7730. 19883.  5737.  1163.  1893.   520.  1075.  1790.   774.  1975
   2  7730. 19803.  5721.  1163.  1891.   520.  1075.  1786.   776.  1975
   2  7730. 19584.  5693.  1163.  1887.   520.  1075.  1774.   780.  1975
   2  7730. 19505.  5713.  1163.  1886.   520.  1075.  1769.   782.  1975
   3 10068. 21279.  8448.  1892.  2452.  1141.   973.  1813.   592.  1975
   3 10068. 21198.  8473.  1892.  2449.  1140.   973.  1809.   593.  1975
